wikidata_id,name,primary_class,sitelinks,stop_eligible,wiki_extract,meters_away
Q2879959,Haji Gayib’s bathhouse,building,10,true,"Haji Gayib's bathhouse – is an ancient fortress construction near a coastal side of Icheri Sheher.
Haji Gayib's bathhouse is located in the Baku  quarter of Icheri Sheher, opposite the Maiden Tower. The history of the bathhouse is dated back to the 15th century.
The intake portal of the bathhouse is rectangular shaped. The whole complex of the bathhouse is divided into 3 groups: dressing room, changing room and a bathing area. The dressing and changing rooms have octagonal halls, surrounded by small rooms. Vaults and domes have various figured outlines and were implemented thoroughly. There is a pool with warm and cold water in the centre of the hall. The floors are covered with stone plates. Heating is promoted by ceramic pipes or channels under the floors of the rooms. Warm air, produced by water heating, circulates along these channels.",279.51158935
Q29994839,Sabir Street,architectural structure,4,true,"Улица Сабира (азерб. Sabir küçəsi) — улица в Баку, в историческом районе Ичери-шехер (Старый город), объекте всемирного наследия (№ 958 в списке).",282.1620664
Q12837474,Bazar Square,building,11,true,"Bazar square (Azerbaijani: Bazar meydanı; Persian: میدان بازار) or Khanagah complex (Azerbaijani: Xanəgah kompleksi; Persian: مجموعه خانقاه) is a historic religious-architectural complex with arcade of the 12-13th centuries by the Iranian Shirvanshahs. It is a part of Old City and located on Kichik Gala street, in the city of Baku, in Azerbaijan. It was also registered as a national architectural monument by the decision of the Cabinet of Ministers of the Republic of Azerbaijan dated August 2, 2001, No. 132.
The complex was discovered during archeological excavations carried out in 1964 on the northern side of the Maiden Tower. 

",286.50645607
Q4421712,Mirza Alakbar Sabir Garden,architectural structure,6,true,"Mirza Alakbar Sabir Garden (or simply Sabir's Garden) is one of the gardens located in the Sabail district of Baku. The garden named after the famous Azerbaijani satirical poet Mirza Alakbar Sabir. It is bordered by the fortress wall of the Icheri Sheher in the south, Istiglaliyyat Street in the north, the Constitutional Court in the east, and the Institute of Manuscripts in the west which known as the Ismailiyya. The statue of Mirza Alakbar Sabir has been erected in the garden.
The garden was erected by the sculptor H.Aleskerov in the area of ""Kaspi"" publishing house in the 20s of the last century. The formation of the garden took place gradually. A statue of Sabir was erected near the fortress wall in 1922. In the 50s, the area of the park considerably expanded, the garden landscaped and greened. In this regard, putting a new and monumental statue to the poet was actualized. In 1958, the sculptor Jalal Garyaghdi, architects H. Alizadeh and E. Ismayilov worked together on the statue. The statue was placed in the center of the garden.
Historical monuments around the garden are also of great importance. In recent years, the park has been renovated. 

",293.20662845
Q12847518,Khanlar Mosque,mosque,11,true,"The Khanlar Mosque (Azerbaijani: Xanlar məscidi) is a former mosque and historical architectural monument, located on Firdousy Street, in the Old City of Baku, Azerbaijan.
Completed at the end of the 19th century, the former mosque was designated as a nationally significant immovable historical and cultural monument by the decision No. 132 of the Cabinet of Ministers of the Republic of Azerbaijan on August 2, 2001.
After the Soviet occupation, the mosque ceased its religious activities and is currently used as a residential building.",294.10480627
Q12848886,Two-Storeyed Caravanserai,building,8,true,"Two-storeyed caravanserai (Azerbaijani: İkimərtəbəli karvansara) or Gasim bey caravanserai (Azerbaijani: Qasım bəy karvansarası) is a historic monument of the XV century. It is a part of Old City and located on Hagigat Rzayeva street, in the city of Baku, in Azerbaijan. The building was also registered as a national architectural monument by the decision of the Cabinet of Ministers of the Republic of Azerbaijan dated August 2, 2001, No. 132.",299.28319699
Q4343255,Monument to Mirza Alakbar Sabir,monument,6,true,"Mirzə Ələkbər Sabirin heykəli — İçərişəhər divarlarının yaxınlığında, şair Mirzə Ələkbər Sabirin xatirəsinə ucaldılmış heykəl. Heykəltəraşı Cəlal Qaryağdı, memarı Ə. İsmayılov və Q. Əlizadədir. Heykəl 1958-ci ildə yaradılmışdır.
Şair əsərdə əlində kitab, oturmuş halda təsvir olunmuşdur.",299.7331022
Q20404595,St. Bartholomew church in Baku,building,4,true,"Müqəddəs Varfolomey kilsəsi — İçərişəhərdə mövcud olmuş, hal-hazırda isə qalıqları qalmış kilsə.
Müqəddəs Varfolomey kilsəsi 1892-ci ildə yerli xristian əhalinin bəxşişləri hesabına Həvari Varfolomeyin şəhid edildiyinə inanılan yerdə inşa edilmişdir. Kiçik kapella formalı ortodoks kilsəsinin interyerini Varfolomey və digər müqəddəslərin ikonaları bəzəyirdi. Kilsə memar İ. V. Edelin layihəsi əsasında rus kilsələrinin memarlıq üslubunda inşa edilmişdi. Kilsə Bakının ilk və ən qədim kilsəsinin özülləri üzərində inşa edilmişdi. İnanca görə, Qız qalası yaxınlığında yerləşən bu ərazidə b.e. 71-ci ilində Həvari Varfolomey yerli bütpərəstlər tərəfindən çarmıxa çəkilərək öldürülmüşdür. Kilsə 1936-cı ilə kimi fəaliyyətini davam etdirmiş, daha sonra isə dinlə mübarizə kompaniyası çərçivəsində sökülmüşdür. Müasir dövrdə Müqəddəs Varfolomeyin anım günü olan 24 iyun səhəri Bakı yeparxiyası kilsənin qalıqları olan yerdə moleben həyata keçirir. 2003-cü ildə Konstantinopol patriarxı Vorfolomey Müqəddəs Varfolomeyin qalıqlarının bir hissəsini Azərbaycan xristianlarına hədiyyə olaraq Bakıya gətirmişdir və həmin qalıqlar indi Müqəddəs Mürdaşıyan Zənənlər Kafedralında saxlanılır. Müqəddəs Varfolomey kilsəsinin qalıqları 2015-ci ildə arxeoloji abidə kimi qeydə alınmışdır.",301.94292646
Q25543409,House of Sadykhov brothers,building,5,true,"House of Sadykhov brothers — is a seven-floored historic building in Baku, at the intersection of Istiglaliyyat and Niyazi streets, opposite Philharmonic Garden. The building was registered as a monument of local significance by the decision of the Cabinet of Ministers of the Republic of Azerbaijan dated August 2, 2001, No. 132. The house of the Sadykhov brothers was built in 1910-1912 by Armenian architect Gabriel Ter-Mikelov. 
The building has different compositional structures and architectural features, elements and details of local architecture. The house of residence has a rich volume of plastic.",305.4694547
Q4155891,Palace of Happiness,building,14,true,"Дворец Мухтарова (азерб. Muxtarovun evi) — здание на улице Муртузы Мухтарова города Баку, Азербайджан.
Дворец построен в 1911—1912 годах на средства нефтепромышленника, миллионера-мецената Муртузы Мухтарова по проекту Иосифа Плошко. Мухтарову во время совершения турне по Европе с супругой очень понравилась архитектура Венеции. После поездки Мухтаров решил построить в Баку дворец в венецианском стиле. Дворец задуман и выполнен архитектором Плошко И. К., также спроектировавшим здание «Исмаилийе», в духе французской готики. В первые годы советской власти во дворце помещался клуб освобожденной тюрчанки, затем Дворец бракосочетания. На сегодняшний день дворец является одним из самых примечательных архитектурных сооружений Баку.",306.08180641
Q20573552,Baba Kuhi Bakuvi mosque,mosque,15,true,"The Baba Kuhi Bakuvi Mosque (Azerbaijani: Baba Kuhi Bakuvi məscidi) is an ancient former mosque, now in ruins, located in the Old City of Baku, the capital of Azerbaijan. Dating from the 9th–10th centuries, it is one of the oldest mosques in Baku, and is located in the historical part of Icherisheher, north of Maiden Tower. Presumably it is belonged to the Persian scholar and theologian Baba Kuhi Bakuvi.",312.28451459
Q12842301,Murad’s Gate,architectural structure,6,true,"Murad darvazası — Şirvanşahlar saray kompleksinin orta həyətinin Şərq divarında yerləşən böyük portal. Murad darvazası Şirvanşahlar saray kompleksi ərazisində XVI əsrə aid olan yeganə tikilidir. Darvaza portalının yuxarı çərçivəsində olan iki medalyon arasındakı kitabədə onun ""994-cü ildə (miladi 1585–1586) böyük və ədalətli Sultan III Muradın dövründə"" memar Əmirşah Təbrizi tərəfindən inşa edilməsi göstərilib.
Portal öz xarakteri etibarilə Divanxana və Şirvanşahlar türbəsinin portallarına oxşasa da, həm işlənmə keyfiyyəti, həm də bəzəyi baxımından onlardan geri qalır.",328.42178587
Q30116254,House-Museum of Kamil Aliyev,museum,4,true,"Kamil Əliyevin ev-muzeyi — Bakıda yerləşən ev-muzeyi.
Muzey, Kamil Əliyevin həyatının son 11 ayını yaşadığı və 83 yaşında vəfat etdiyi evdə açılmışdır. Ev muzeyi 2007-ci ildən fəaliyyətə başlamışdır. 26 oktyabr 2007-ci ildə muzeyin divarında Kamil Əliyevin xatirə lövhəsinin açılışı olmuşdur.
Muzeydə xalçaçının 127 müəllif xalçası sərgilənir. Onlar arasında rəssamın tamamlamadığı işləri də vardır.

",330.59669684
Q13668680,The House of Gubernator,building,4,true,"The Governor's House in Baku, Azerbaijan, was the Governor's abode in Baku. It was built in 1865–1867. Then, businessman Seyid Mirbabayev bought the building, leased it to the governors of the Russian Empire as the first official residence for this position.  When the governor first moved from Shamakhi to Baku, no building in the city had been designated for him.",332.00758951
Q842822,Maiden Tower,monument,48,true,"The Maiden Tower (Azerbaijani: Qız qalası, Persian: برج دختر) is a 12th-century monument in the Old City, Baku, Azerbaijan. Along with the Shirvanshahs' Palace, dated to the 15th century, it forms a group of historic monuments listed in 2001 under the UNESCO World Heritage List of Historical Monuments as cultural property, Category III. It was build, like most buildings in the Old City, by the Iranian Shirvanshahs, and is one of Azerbaijan's most distinctive national emblems, and is thus featured on Azerbaijani currency notes and official letterheads.
The Maiden Tower houses a museum, which presents the story of the historic evolution of Baku city. It also has a gift shop. The view from the roof takes in the alleys and minarets of the Old City, the Baku Boulevard, the Isa bek Hajinski House and a wide vista of the Baku Bay.
The tower is often subject to speculations about its origin. Some epics became a subject for scenarios for ballets and theatre's plays. The ballet Maiden Tower is a piece of the Azerbaijani ballet created by composer Afrasiyab Badalbeyli in 1940; a remake of the ballet was performed in 1999.
Resulting from the recession of the Caspian Sea shoreline, a strip of land emerged. This land was developed between the 9th and 15th centuries, when the walls of the old city and the palace, including the huge bastion of the Maiden Tower, were built.",332.72330055
Q4472311,Istiglaliyyat Street,architectural structure,8,true,"İstiqlaliyyət küçəsi — Bakı şəhərinin Səbail rayonu ərazisində yerləşən tarixi küçə. Küçə öz başlanğıcını indiki BMT-nin Əlliilliyi küçəsindən götürür və Əziz Əliyev küçəsində isə tamamlanır. Küçənin uzunluğu 1,3 km-dir.
XIX əsrin sonlarında Bakının genişlənməsi nəticəsində salınan ilk küçələrdən biri olan İstiqlaliyyət küçəsi , artıq 100 ildən çoxdur ki, Bakının ən gözəl və önəmli küçələrindən biridir. İçərişəhər ətrafı şəhər magistralının mühüm hissəsini təşkil edən İstiqlaliyyət küçəsinin böyük bir hissəsi həm də Bakı Şəhər Halqasına daxildir.
Bakıda ilk çoxmərtəbəli bina burada tikilmiş (Mirzəbəyovun mədaxil evi), ilk park burada salınmış (Filarmoniya bağı), ilk heykəl burada ucaldılmış (Mirzə Ələkbər Sabirin heykəli) və ilk hərbi parad bu küçədə keçirilmişdir. Küçə ilk dəfə İmperator I Nikolayın şərəfinə Nikolayevski adlandırılıb. SSRİ dövründə küçə Kommunistiçeskaya adlandırılıb. Azərbaycan müstəqillik əldə etdikdən sonra isə küçənin adı növbəti dəfə dəyişdirilərək “İstiqlaliyyət” adlandırılıb.
Memarlıq-planlaşdırma quruluşu və həcmli-məkan sistemi kimi İstiqlaliyyət küçəsi, Bakı şəhərinin özünəməxsus ensiklopedik şəhərsalma formasını təşkil edir. XIX–XX əsrin əvvəllərinin əsas memarlıq təzahürləri, indiki dövrə qədər öz stilistik cizgilərini tam olaraq qoruyub saxlamış bu bədii panoramada əksini tapmışdır. Küçədə milli-romantik, barokko və neoqotika üslublarından istifadə edilərək stilistik istiqamətlərin müxtəlifliyinin yaradılmasına baxmayaraq, küçənin inşasında klassik memarlıq üsullarına üstünlük verilmişdir.",335.69437415
Q16416097,Museum of Archaeology and Ethnography,museum,12,true,"Музей археологии и этнографии — учреждение культуры Азербайджана. Находится в столичном городе Баку, в историческом районе Старый город (Ичери-шехер), напротив Гоша Гала Гапысы.
Музей археологии и этнографии находится в подчинении Академии Наук Азербайджанской Республики.",338.23963616
Q16366447,Palace of De Boure,building,7,true,De Burun sarayı — XIX əsrdə Bakının neft milyonçularından biri olan Lev de Bur tərəfindən inşa etdirilmiş saraydır. Niyazi küçəsində (keçmiş Sadovaya) yerləşən saray 1891–1895-ci illərdə memar Nikolay fon der Nonnenin layihəsi əsasında inşa edilmişdir. Azərbaycan Dövlət Filarmoniyası ilə üzbəüz yerləşən saray binası Mircəfər Bağırovun 1951-ci ildə onu Azərbaycan Milli İncəsənət Muzeyinə verməsindən sonra bu günə kimi muzey kimi fəaliyyət göstərib. Hazırda sarayda muzeyin I korpusu yerləşir.,339.15666882
Q12842275,Multani Caravanserai,building,14,true,"The Multani Caravanserai is a caravanserai located in Baku, Azerbaijan. It was established in the 14th century and is located in the Icherisheher old town, opposite the Bukhara Caravanserai.
The caravanserai was built to house merchants from the medieval city of Multan (now in Punjab, Pakistan) who frequented the region for trade, and used this caravanserai as a stop. They included Zoroastrians, who are also believed to have erected the Ateshgah Temple in Surakhani.
The caravanserai has a square shape and the construction of the building is in an ancient style. There are many balconies around the courtyard. Now the Multani Caravanserai houses a restaurant of Azerbaijani cuisine. In 2020, restoration works were commenced on the site with a completion time of 2022.
The caravanserai has been linked to the historical relationship between Azerbaijan and Pakistan.",345.01466699
Q25536644,Bukhara Caravanserai,building,12,true,"Bukhara Caravanserai is a caravanserai located in Baku, Azerbaijan. It was erected in the late 15th century over a trade route passing through the Shamakhi Gates of the fortress. It is located in the Icherisheher old town, opposite the Multani Caravanserai, and close to the Maiden Tower. The caravanserai was harnessed as a hotel, basically catering to merchants of Central Asia.
The shape of the caravanserai building is square and surrounded by balconies and cells, and the portal is convex. The caravanserai has an octagonal courtyard as well as. The bulk of the architectural composition of the caravanserai has been formed by various arches situated around the inner courtyard.
In the year of 1964, the Bukhara Caravanserai underwent restoration works and as a result of this process, the caravanserai building was separated from its annexes built earlier, which made available to see the national monument in the background of the surrounding buildings. 

The caravanserai building houses a restaurant which serves Azerbaijan national cuisine.",345.01466699
Q2559128,National Art Museum of Azerbaijan,museum,48,true,"Azerbaijan National Museum of Art (Azerbaijani: Azərbaycan Milli İncəsənət Muzeyi) is the biggest art museum of Azerbaijan. It was founded in 1936 in Baku and in 1943 was named after Rustam Mustafayev, a prominent Azerbaijani scenic designer and theater artist. The museum consists of two 19th-century buildings standing next to each other. The museum's total collection includes over 15,000 artworks. There are over 3,000 items in 60 rooms on permanent display. About 12,000 items are kept in storage. The museum changes the exhibits periodically so that more of these artworks can be displayed temporarily.",353.04080511
Q12842450,St. Nicholas Church,building,10,true,Church of Saint Nicholas (Russian: Собор Св. Николая Чудотворца) was a Russian Orthodox Church built in Baku between 1850 and 1857.,354.08796803
Q97170891,Monolith,building,5,true,"""Monolith"" is a multi-storey building in Baku, the capital of Azerbaijan. The southern facade of the building faces Istiglaliyyat Street (formerly Kommunisticheskaya), the northern one - to Ahmed Javad Street (formerly Aligeydar Garayev), and the main eastern one - to Azerbaijan Avenue (formerly Husi Hajiyev Street).
It was built in 1940 by the architect Konstantin Senchikhin. According to the order of the Cabinet of Ministers of the Republic of Azerbaijan, ""Monolith"" is considered an architectural monument of history and culture of local significance of Azerbaijan.",354.17155451
Q12837306,Baku Khans' Palace,building,11,true,"Bakı xan sarayı və ya Bakı xanlarının evi — İçərişəhərdə yerləşən XVII–XVIII əsrlərə aid saray tipli yaşayış binaları kompleksidir. Kompleksin inşasına 1754-cü ildə Əbdülrəhim bəy və Mehdiqulu bəyin sifarişi ilə başlanılmışdır. Kompleksin ilk tikililəri Böyük Qala küçəsi boyunca tikilmiş, sonrakı yüzillik ərzində, yəni XIX əsrin sonlarına kimi həyət istiqamətində də tikililərin sayı artırılmışdır.
Bakı xan sarayının dövümüzə çatmış ilk tarixi planında beş daxili həyət ətrafında formalaşmış geniş yaşayış kompleksi əksini tapıb. Xan ailəsinə məxsus olmuş ilk böyük həyət birinci yerləşir. Onun ərazisini mərkəzində kiçik hovuzu olan bağ tutur. Kompleks ərazisinə daxil olan çoxsaylı binalardan dövrümüzə yalnız fasadı Böyük qala küçəsinə baxan tikililər və həyətdə iki müstəqil bina çatmışdır.
Bakı xan sarayı ərazisində ilk dəfə bərpa işlərinə 1985-ci ildə başlanılmış, paralel olaraq, 1985–1986-cı illərdə həm də abidə arxeolji baxımdan öyrənilmişdir. Arxeoloji tədqiqatlar zamanı kompleks ərazisindən çoxlu sayda maddi-mədəniyyət nümunələri, yeraltı su yolları və Yeraltı hamam aşkarlanmışdır. 2015-ci ildən kompleks ərazisində arxeoloji tədqiqatlar və konservasiya işlərinə başlanılmışdır. 2018-ci ildən başlayaraq Bakı xanlarının sarayı bərpa olunmaqdadır.",361.3036901
Q41504433,Azerbaijan National Education Museum,museum,7,true,"Национальный музей образования Азербайджанской Республики — музей в Баку на ул. Ниязи, 11.",367.64190581
Q41692531,Isa bey Hajinski’s House,building,7,true,"Isa bek Hajinski House or the House of Hajinski is located near the Maiden's Tower in Sabail, Baku. The architect of the House of Hajinski was Misak Ter-Krikoryants.

",385.73508156
Q30694329,Paired Fortress Gates,architectural structure,6,true,"The Paired Fortress Gates or Gosha Gala Gapysy (also sometimes called Shamakhi gates and The gates of Shah Abbas) are one of the main entrances to the  Icherisheher section of Baku, Azerbaijan. Until the end of the 19th century, the Shamakhi Gates had been the only entry to the fortress. 
After the second row of fortification walls was demolished in the late 19th century, the gates of the second row (called “Gates of Zulfugar Khan”) were moved next to the Shamakhi Gates. Since then, the Gates have been referred to as “Paired Fortress Gates”.",392.16038334
Q65275361,Underground Bath of Baku,building,8,true,"Yeraltı hamam — İçərişəhərdə yerləşən XVII əsrin əvvəllərinə aid tarix-memarlıq abidəsi. İnşasında guşə daşlarından istifadə edilən hamam kompleksi İçərişəhər ərazisinin cənub-şərqində yerləşir. Dam səthində gil-əhəng qarışıqlı məhluldan izolyasiya material kimi istifadə edilmiş, daxili divarlarda isə əhəng materialından suvaq növü kimi işlədilmişdir. Daxili divar və döşəmə materialları kimi ""gülbax"" növlü aqlay daşlardan istifadə edilmişdir.Təxminən 340 m² sahəni əhatə edən hamam kompleksinin giriş hissəsi cənub-şərq tərəfdən olmaqla (sahəsi 2.33 m2) giriş pilləkənləri şərq divarlarına tərəf istiqamətlənmişdir.
2015-ci ildə həyata keçirilmiş qazıntı işləri nəticəsində hamam kompleksinin əsas hissəsi torpaqdan təmizlənmiş, memarlıq quruluşu təyin olunmuşdur. Həmin il bəzi otaqlarda təhlükəsizlik baxımından yalnız təmizlənmə işləri aparılmamış, yalnız bərkidilmə işləri görüldükdən sonra bu il onun tam torpaqdan açılması mümkün olmuşdur. 2016-cı ildə abidənin şərq hissəsində təhlükəli olan otaqların bərkildilməsindən sonra, arxeoloji qazıntı işlərinə başlanılmışdır. Kompleksin qərb hissəsindəki sahədə qazıntıların genişlənməsi nəticəsində 3 metr dərinliyində tikinti və divar aşkar olunmuşdu.",413.683248
Q2790637,Monument to Nizami Ganjavi in Baku,monument,13,true,"The Monument to Nizami Ganjavi, a medieval Azerbaijani poet, is located in Baku in Nizami Square, at the intersection of Istiglaliyyat, Ahmad Javad, Azerbaijan and Islam Safarli streets.
The opening ceremony of the monument was held in April 1949. The sculptor of the monument was Fuad Abdurahmanov, People’s Artist of Azerbaijan.
The monument is a 6-meter-high bronze statue installed on a 9-meter high octahedral pedestal. The pedestal is of red Labrador, and elements of Azerbaijani architecture of Nizami’s epoch were used in its handling. There is an ornamental carving and faced bronze plates on the lower part of the monument. Seven plates feature scenes from Nizami's works, and one plate displays a memorial inscription.",417.08130788
Q97222958,Mitrofanov Residence,building,5,true,"Mitrofanov Residence (Azerbaijani: Mitrofanovun evi, German: Mitrofanow Residenz, Russian: Резиденция Митрофанова) is a mansion in Baku, capital of Azerbaijan. It was built by Dmitry D. Mitrofanov, a rich oil baron who employed the German architect Johann Edel as the architect for his residence. Construction took place between 1898 and 1902. The building was built in the French Renaissance Revival-style. Following the March 1918 events, the building was used by the Baku Commune. In 1919, during the short-lived Democratic Republic of Azerbaijan, the building housed the French Embassy. With the April 1920 invasion, the building was divided into apartments.",431.42952298
Q20580851,Palace of Seyid Mirbabayev,building,9,true,"The Palace of Seyid Mirbabayev is a palace in Azneft Square, Baku, Azerbaijan. It was owned by Seyid Mirbabayev, a singer who became one of the oil millionaires of Azerbaijan. The building was built in the style of French Renaissance architecture based on the architect Pavel Stern's project. The plasticity of the facade, the shape of the architectural detail, the individuality of the stone procession, the building culture have shaped the aesthetic environment in the image of the building.",460.75570235
Q2500152,Nizami Museum of Azerbaijani Literature,museum,15,true,"Nizami Gəncəvi adına Milli Azərbaycan Ədəbiyyatı muzeyi — Bakıda yerləşən elmi tədqiqat müəssisəsi. 1945-ci ildə təşkil olunmuşdur. ""Nizami Gəncəvi adına Milli Azərbaycan Ədəbiyyatı muzeyi"" Azərbaycan şairi Nizami Gəncəvinin adını daşıyır. Muzey 1959 və 1967-ci illərdə xeyli genişləndirilmiş və yenidən qurulmuşdur. Azərbaycan ədəbiyyatına və mədəniyyətinə aid materialların toplanması, tədqiqi, elmi fondlarda qorunması, ekspozisiyada və sərgilərdə nümayiş etdirilməsi ilə məşğul olur.",496.40793411
Q85997389,Fenomen Cinematography Building,building,4,true,"The Cinematography Building of Fenomen or the Puppet Theater is the first cinematographic building built in 1910 in Baku. The building was designed by Polish architect Józef Płoszko in the French Renaissance style. At present, the Azerbaijan State Puppet Theater operates in the building.",498.81742892
Q597749,Baku Puppet Theatre,building,22,true,"The Baku Puppet Theatre (Polish: Bakiński Teatr Lalek; formally Azerbaijan State Puppet Theatre named after Abdulla Shaig, Azerbaijani: Abdulla Şaiq adına Azərbaycan Dövlət Kukla Teatrı) is a puppet theatre located on Neftchiler Avenue of Baku. It was built in eclectic style in 1910 by Polish architect Józef Płoszko, initially as the ""Phenomenon"" movie theatre.
The puppets vary in size from a few centimetres to double the size of a human.",512.74769995
Q97302028,Building of bank on Tarlan Aliyarbayov Street 5,building,4,true,"Edifice of Tiflis Commercial Bank (Baku) (Azerbaijani: Tiflis kommersiya bankının binası) is a building on Tarlan Aliyarbeyov street in the Sabail district of Baku. The building housed the Baku branch of Tiflis Commercial Bank. By an order of Cabinet of Ministers of the Republic of Azerbaijan, dated with 2 August 2001, the building of the bank was taken under state protection as an architectural monument of history and culture of local significance (Inv. No. 3360).",556.95467953
Q59208803,Gara Garayev Museum,museum,6,true,"Дом-музей Кара Караева — дом-музей выдающегося азербайджанского композитора, педагога, общественного деятеля, Героя Социалистического Труда, Народного артиста СССР, депутата Верховного Совета СССР IV-IX созывов (1955-1976), академика АН Азербайджанской ССР, лауреата Государственной премии Азербайджанской ССР Кара Караева. Музей находится в ведении Министерства культуры и туризма Азербайджанской Республики.",563.23612779
Q105079015,Property of Haji Mustafa Rasulov,building,5,true,"Дом Гаджи Мустафы Расулова (азерб. Hacı Mustafa Rəsulovun mülkü) — здание, построенное Антоном Кандиновым и Никанором Твердохлебовым в 1884–1885 годах по заказу Гаджи Мустафы Расулова. До 1918 г., на первом этаже здания размещались различные магазины и склады, а на втором этаже располагалась гостиница Исламийя. Во время мартовского геноцида 1918 г. здание было подожжено армянами.Постановлением Кабинета министров Азербайджанской Республики № 132 от 2 августа 2001 года здание охраняется государством и внесена в список памятников архитектуры.",589.21356917
Q21000431,House of Scientists,building,5,true,"Alimlər evi — Azərbaycanın paytaxtı Bakı şəhərinin Neftçilər prospektində bina. Memarlığını Sadıq Dadaşov və Mikayıl Hüseynovun etdiyi binanın tikintisi 1946-cı ildə başa çatmışdır. Binanın yaxınlıqlarında Bəhram Gur heykəli yerləşir.
Bina II Dünya müharibəsindən sonrakı dövrdə Sovet Azərbaycanı memarlığının inkişafında mühüm bir mərhələ hesab edilir.",590.18920306
Q5474853,"Fountains Square, Baku",square,17,true,"Fountains Square (Azerbaijani: Fəvvarələr meydanı) is a public square in downtown Baku, capital of Azerbaijan.
The square was previously called Parapet and is often referenced as the same name now. The name of the fountains square derives from the presence of dozens of fountains throughout the square first constructed during Soviet rule of Azerbaijan.
The square is a public gathering place, especially after business hours and during the weekend. It is an attractive tourist destination with many boutiques, restaurants, shops, hotels and passage. It starts from the Istiglaliyyat Street and walls of the Icheri Sheher and stretches through Nizami Street, also called in popular culture as the Torgovaya street running parallel to Baku Boulevard. The fountains square is a location where the city authorities hold many public festivals, shows and celebrations.
In 2010, the square was renovated by Baku authorities. A ""Fountains Square"" salad has been named after the square.
Since 2013, there is an annual christmas market and charity event held at the square from December to January.",595.909958
Q16374671,House-Museum of Samad Vurgun,museum,10,true,"The House-Museum of Samad Vurgun in Azerbaijan commemorates the poet, scientist, and public figure Samad Vurgun (1906–1956), twice the State Prize Laureate Samad Vurgun's house museum is the first memorial museum created to perpetuate the memory of writers and composers in Azerbaijan. It is under the control of Ministry of Culture and Tourism of the Republic of Azerbaijan.",598.81446164
Q2559447,International Mugam Center of Azerbaijan,architectural structure,13,true,"The International Mugham Center of Azerbaijan is a center of Azerbaijani arts and music aiming to promote, preserve, and popularize the mugham genre of Azerbaijani music. It is located in Baku Boulevard, in downtown Baku.",602.94473059
Q12838332,House-Museum of Jalil Mammadguluzadeh (Baku),museum,12,true,"The house-museum of Jalil Mammadguluzadeh (Azerbaijani: Cəlil Məmmədquluzadənin ev-muzeyi) is a memorial museum of the famous Azerbaijani journalist, enlightener, writer-satirist, Jalil Mammadguluzadeh. The museum is located on Suleyman Taghizade Street, in the city of Baku, where the writer lived during 1920–1932.",621.00840792
Q12837953,Statue of Bahram Gur,monument,5,true,"Bəhram Gurun heykəli — Azərbaycanın paytaxtı Bakı şəhərində şəhər funikulyorunun qarşısında Azneft meydanında abidə və eyniadlı fontan. Abidədə Nizami Gəncəvinin ""Yeddi gözəl"" poemasının qəhrəmanı, Sasanilər sülaləsinin beşinci hökmdarı Bəhram Gurun ayağının ətrafına sarılan ilanabənzər əjdahanı qılıncla öldürməsi təsvir olunmuşdur. Bu heykəli 1959-cu ildə üç heykəltaraş - Albert Mustafayev, Qorxmaz Sücəddinov və Aslan Rüstəmov hazırlamışdır.

Bəhram Gurun heykəli 2007-ci ilin sentyabrın ortalarında Bakının ""Azneft"" meydanı yaxınlığından götürüldükdən sonra Rəssamlar İttifaqı Bədii Fondunun tunc sexində üç aya yaxın müddətdə bərpa olunduqdan sonra yerinə qaytarılmışdır. 2007-ci ilin dekabrın 15-də heykəlin bərpasından sonra açılışı olmuşdur. Bəhram Gurun heykəli 47 il əvvəl hazırlanıb və Bakıda ilk heykəlli fəvvarə hesab olunur. Heykəlin hündürlüyü 3,5 metrdir.
Yaxınlığında eyniadlı funikulyor stansiyası mövcuddur.",632.36888027
Q25394143,Yeni Avropa,building,4,true,"«Новая Европа» (азерб. Yeni Avropa) — бывшая гостиница, располагавшаяся в городе Баку (Азербайджан).
В настоящее время в здании гостиницы расположен бакинский офис российской нефтяной компании «Лукойл», современный адрес — ул. Гаджи Зейналабдина Тагиева, 13. Согласно распоряжению Кабинета министров Азербайджанской Республики, данное здание является архитектурным памятником истории и культуры местного значения Азербайджана.",633.10124754
Q30133050,House-Museum of Leopold and Mstislav Rostropovich,museum,10,true,"The House-Museum of Leopold and Mstislav Rostropovich (Azerbaijani: Leopold və Mstislav Rostropoviçlərin ev-muzeyi, Russian: Дом-музей Леопольда и Мстислава Ростроповичей) is a national memorial/museum in Baku, Azerbaijan.",635.36292242
Q12836435,Azerbaijan State Theatre of Musical Comedy,building,12,true,Azərbaycan Dövlət Akademik Musiqili Teatrı — Azərbaycan Respublikasının ən böyük musiqili teatrlarından biri. Teatr tamaşaları əsasən musiqili komediya və dram janrındadır. Böyük Vətən müharibəsi illərində teatrın işi yenidən qurulur və bu teatra Azərbaycan Dövlət Təbliğat Teatrı adı verilir.,653.07101371
Q95951669,Building of Bank on Taghiyev Street,building,4,true,"Northern Bank building or Shimal Bank building (Azerbaijani: Şimal bankının binası) is an edifice located on the Haji Zeynalabdin Tagiyev Street in the Sabail district of Baku. By the order of the Cabinet of Ministers of the Republic of Azerbaijan dated with 2 August 2001, the bank building was taken under the state protection as an architectural monument of history and culture of national importance (No. 165).",654.35803079
